Time,EngineSpeed,AcceleratorOpeningAngle,TurnSignal,SteeringAngle,Speed,BrakeOilPressure,YawRate,ForwardAndRearwardG,LateralG
0,215.625,2.583,3,-20.5,2.987,-0.02,-2.333,0,-0.262
0.1,323.438,3.875,3,-30.75,4.48,-0.02,-3.5,0,-0.392
0.2,431.25,5.167,3,-41,5.973,-0.02,-4.667,0,-0.523
0.3,539.062,6.458,3,-51.25,7.467,-0.02,-5.833,0,-0.654
0.4,646.875,7.75,3,-61.5,8.96,-0.02,-7,0,-0.785
0.5,754.688,9.042,3,-71.75,10.453,-0.02,-8.167,0,-0.915
0.6,862.5,10.333,3,-82,11.947,-0.02,-9.333,0,-1.046
0.7,970.312,11.625,3,-92.25,13.44,-0.02,-10.5,0,-1.177
0.8,1078.125,12.917,3,-102.5,14.933,-0.02,-11.667,0,-1.308
0.9,1185.938,14.208,3,-112.75,16.427,-0.02,-12.833,0,-1.438
1,1293.75,15.5,3,-123,17.92,-0.02,-14,0,-1.569
1.1,1256.812,16.5,3,-91.5,19.84,-0.02,-11,0.196,-1.079
1.2,1219.875,17.5,3,-60,21.76,-0.02,-8,0.392,-0.588
1.3,1182.938,18,3,-48,22.4,-0.02,-6.5,0.425,-0.49
1.4,1146,18.5,3,-36,23.04,-0.02,-5,0.458,-0.392
1.5,1145.75,18.583,3,-34.125,23.2,-0.02,-4.75,0.49,-0.441
1.6,1145.5,18.667,3,-32.25,23.36,-0.02,-4.5,0.523,-0.49
1.7,1145.25,18.75,3,-30.375,23.52,-0.02,-4.25,0.556,-0.539
1.8,1145,18.833,3,-28.5,23.68,-0.02,-4,0.588,-0.588
1.9,1144.75,18.917,3,-24,23.84,-0.02,-3.5,0.49,-0.539
2,1144.5,19,3,-19.5,24,-0.02,-3,0.392,-0.49
2.1,1146,19,3,-18,24.16,-0.02,-2.5,0.441,-0.441
2.2,1147.5,19,3,-16.5,24.32,-0.02,-2,0.49,-0.392
2.3,1147.5,19,3,-14.25,24.32,-0.02,-2,0.539,-0.392
2.4,1147.5,19,3,-12,24.32,-0.02,-2,0.588,-0.392
2.5,1149.875,18.75,3,-8.25,24.64,-0.02,-1.5,0.49,-0.294
2.6,1152.25,18.5,3,-4.5,24.96,-0.02,-1,0.392,-0.196
2.7,1151.875,18.375,3,-3,25.28,-0.02,-0.5,0.425,-0.294
2.8,1151.5,18.25,3,-1.5,25.6,-0.02,0,0.458,-0.392
2.9,1151.125,18.125,3,-0.75,25.813,-0.02,0,0.49,-0.294
3,1150.75,18,3,0,26.027,-0.02,0,0.523,-0.196
3.1,1146.812,17.875,3,0,26.24,-0.02,0,0.556,-0.147
3.2,1142.875,17.75,3,0,26.453,-0.02,0,0.588,-0.098
3.3,1138.938,17.625,3,0,26.667,-0.02,0,0.49,-0.049
3.4,1135,17.5,3,0,26.88,-0.02,0,0.392,0
3.5,1136.562,17.5,3,0,26.88,-0.02,0,0.392,0
3.6,1138.125,17.5,3,0,26.88,-0.02,0,0.392,0
3.7,1139.688,17.5,3,0,26.88,-0.02,0,0.392,0
3.8,1141.25,17.5,3,0,26.88,-0.02,0,0.392,0
3.9,1143.812,17.375,3,0,27.063,-0.02,0,0.374,-0.098
4,1146.375,17.25,3,0,27.246,-0.02,0,0.357,-0.196
4.1,1148.938,17.125,3,0,27.429,-0.02,0,0.339,-0.235
4.2,1151.5,17,3,0,27.611,-0.02,0,0.321,-0.275
4.3,1148.7,16.4,3,0,27.794,-0.02,0,0.303,-0.314
4.4,1145.9,15.8,3,0,27.977,-0.02,0,0.285,-0.353
4.5,1143.1,15.2,3,0,28.16,-0.02,0,0.267,-0.392
4.6,1140.3,14.6,3,0,28.16,-0.02,0,0.25,-0.343
4.7,1137.5,14,3,0,28.16,-0.02,0,0.232,-0.294
4.8,1139.25,13.75,3,0,28.16,-0.02,0,0.214,-0.245
4.9,1141,13.5,3,0,28.16,-0.02,0,0.196,-0.196
5,1142.75,13.75,3,0,28.16,-0.02,0,0.196,-0.196
5.1,1144.5,14,3,0,28.16,-0.02,0,0.196,-0.196
5.2,1142.875,13.917,3,-0.25,28.8,-0.02,0,0.245,-0.294
5.3,1141.25,13.833,3,-0.5,29.44,-0.02,0,0.294,-0.392
5.4,1140.688,13.75,3,-0.75,29.44,-0.02,0,0.343,-0.294
5.5,1140.125,13.667,3,-1,29.44,-0.02,0,0.392,-0.196
5.6,1139.562,13.583,3,-1.25,29.44,-0.02,0,0.36,-0.392
5.7,1139,13.5,3,-1.5,29.44,-0.02,0,0.327,-0.588
5.8,1139.5,13.375,3,-1.25,29.44,-0.02,0,0.294,-0.539
5.9,1140,13.25,3,-1,29.44,-0.02,0,0.262,-0.49
6,1140.5,13.125,3,-0.75,29.44,-0.02,0,0.229,-0.441
6.1,1141,13,3,-0.5,29.44,-0.02,0,0.196,-0.392
6.2,1141.5,13,3,-0.25,29.44,-0.02,0,0.147,-0.343
6.3,1142,13,3,0,29.44,-0.02,0,0.098,-0.294
6.4,1142,13,3,0.75,29.44,-0.02,0,0.049,-0.245
6.5,1142,13,3,1.5,29.44,-0.02,0,0,-0.196
6.6,1147.5,13.083,3,1.125,29.76,-0.02,0,0.033,-0.098
6.7,1153,13.167,3,0.75,30.08,-0.02,0,0.065,0
6.8,1151.042,13.25,3,0.375,30.4,-0.02,0,0.098,-0.098
6.9,1149.083,13.333,3,0,30.72,-0.02,0,0.131,-0.196
7,1147.125,13.417,3,0.188,30.72,-0.02,0,0.163,-0.245
7.1,1145.167,13.5,3,0.375,30.72,-0.02,0,0.196,-0.294
7.2,1143.208,13,3,0.562,30.72,-0.02,0,0.098,-0.343
7.3,1141.25,12.5,3,0.75,30.72,-0.02,0,0,-0.392
7.4,1141.25,11.5,3,0.938,30.72,-0.02,0,0.196,-0.294
7.5,1141.25,10.5,3,1.125,30.72,-0.02,0,0.392,-0.196
7.6,1141.25,9.75,3,1.312,30.72,-0.02,0,0.196,-0.098
7.7,1141.25,9,3,1.5,30.72,-0.02,0,0,0
7.8,1142.25,7.5,3,1.5,30.72,-0.02,0,-0.065,-0.049
7.9,1143.25,6,3,1.5,30.72,-0.02,0,-0.131,-0.098
8,1144.25,4.5,3,1.5,30.72,-0.02,0,-0.196,-0.147
8.1,1145.25,3,3,1.5,30.72,-0.02,0,-0.262,-0.196
8.2,1155,0,3,1.5,30.72,-0.02,0,-0.327,-0.098
8.3,1164.75,0,3,1.5,30.72,-0.02,0,-0.392,0
8.4,1174.5,0,3,1.5,30.72,-0.02,0,-0.392,-0.025
8.5,1184.25,0,3,1.5,30.72,-0.02,0,-0.392,-0.049
8.6,1203.792,0,3,1.5,30.72,-0.02,0,-0.392,-0.074
8.7,1223.333,0,3,1.5,30.72,-0.02,0,-0.392,-0.098
8.8,1242.875,0,3,1.5,30.72,-0.02,0,-0.392,-0.123
8.9,1262.417,0,3,1.5,30.72,-0.02,0,-0.392,-0.147
9,1281.958,0,3,1.5,30.72,-0.02,0,-0.392,-0.172
9.1,1301.5,0,3,1.5,30.72,-0.02,0,-0.392,-0.196
9.2,1297.125,0,3,0.75,30.08,0.005,-0.1,-0.343,-0.147
9.3,1292.75,0,3,0,29.44,0.029,-0.2,-0.294,-0.098
9.4,1265.812,0,3,-0.375,29.312,0.054,-0.3,-0.245,-0.049
9.5,1238.875,0,3,-0.75,29.184,0.078,-0.4,-0.196,0
9.6,1211.938,0,3,-1.125,29.056,0.103,-0.5,-0.245,-0.098
9.7,1185,0,3,-1.5,28.928,0.127,-0.6,-0.294,-0.196
9.8,1152.188,0,3,-3,28.8,0.152,-0.7,-0.343,-0.294
9.9,1119.375,0,3,-4.5,28.672,0.176,-0.8,-0.392,-0.392
10,1086.562,0,3,-6.75,28.544,0.225,-0.9,-0.49,-0.49
10.1,1053.75,0,3,-9,28.416,0.274,-1,-0.588,-0.588
10.2,1053.75,0,3,-10.5,28.288,0.274,-1,-0.588,-0.588
10.3,1053.75,0,3,-12,28.16,0.274,-1,-0.588,-0.588
10.4,1005.375,0,3,-14.25,27.84,0.323,-1.5,-0.686,-0.686
10.5,957,0,3,-16.5,27.52,0.372,-2,-0.785,-0.785
10.6,953.4,0,3,-22.5,27.2,0.421,-2.5,-0.883,-0.883
10.7,949.8,0,3,-28.5,26.88,0.47,-3,-0.981,-0.981
10.8,946.2,0,3,-35.5,26.624,0.49,-4.333,-0.981,-1.111
10.9,942.6,0,3,-42.5,26.368,0.509,-5.667,-0.981,-1.242
11,939,0,3,-49.5,26.112,0.529,-7,-0.981,-1.373
11.1,963.625,0,3,-54.75,25.856,0.548,-7.5,-0.981,-1.471
11.2,988.25,0,3,-60,25.6,0.568,-8,-0.981,-1.569
11.3,997.625,0,3,-64.5,25.28,0.494,-9,-0.981,-1.667
11.4,1007,0,3,-69,24.96,0.421,-10,-0.981,-1.765
11.5,1016.375,0,3,-74.25,24.64,0.348,-10.5,-0.981,-1.765
11.6,1025.75,0,3,-79.5,24.32,0.274,-11,-0.981,-1.765
11.7,1037.812,0.429,3,-80.625,24,0.25,-11.25,-0.932,-1.798
11.8,1049.875,0.857,3,-81.75,23.68,0.225,-11.5,-0.883,-1.831
11.9,1061.938,1.286,3,-82.875,23.36,0.201,-11.75,-0.834,-1.863
12,1074,1.714,3,-84,23.04,0.176,-12,-0.785,-1.896
12.1,1077.938,2.143,3,-93.75,22.4,0.029,-12.25,-0.686,-1.929
12.2,1081.875,2.571,3,-97.5,21.76,-0.02,-12.5,-0.588,-1.961
12.3,1085.812,3,3,-98.25,21.6,-0.02,-12.75,-0.588,-1.912
12.4,1089.75,3.429,3,-99,21.44,-0.02,-13,-0.588,-1.863
12.5,1092.875,3.857,3,-101.25,21.28,-0.02,-13.167,-0.588,-1.814
12.6,1096,4.286,3,-103.5,21.12,-0.02,-13.333,-0.588,-1.765
12.7,1099.125,4.714,3,-105.375,20.96,-0.02,-13.5,-0.588,-1.814
12.8,1102.25,5.143,3,-107.25,20.8,-0.02,-13.667,-0.588,-1.863
12.9,1105.375,5.571,3,-109.125,20.64,-0.02,-13.833,-0.588,-1.912
13,1108.5,6,3,-111,20.48,-0.02,-14,-0.588,-1.961
13.1,1133.5,5.5,3,-114.75,20.48,-0.02,-14.5,-0.294,-2.059
13.2,1158.5,5,3,-115.5,20.48,-0.02,-15,0,-2.157
13.3,1139.375,5.25,3,-117,20.48,-0.02,-15.125,-0.098,-2.059
13.4,1120.25,5.5,3,-118.5,20.48,-0.02,-15.25,-0.196,-1.961
13.5,1101.125,6,3,-120,20.48,-0.02,-15.375,-0.098,-1.929
13.6,1082,6.5,3,-121.5,20.48,-0.02,-15.5,0,-1.896
13.7,1074.708,6.75,3,-121.875,20.48,-0.02,-15.625,-0.049,-1.863
13.8,1067.417,7,3,-122.25,20.48,-0.02,-15.75,-0.098,-1.831
13.9,1060.125,7.25,3,-122.625,20.48,-0.02,-15.875,-0.147,-1.798
14,1052.833,7.5,3,-123,20.48,-0.02,-16,-0.196,-1.765
14.1,1045.542,8.5,3,-123,20.48,-0.02,-15.5,-0.147,-1.765
14.2,1038.25,9.5,3,-123,20.48,-0.02,-15,-0.098,-1.765
14.3,1045.625,10.125,3,-123,20.48,-0.02,-15,-0.049,-1.765
14.4,1053,10.75,3,-123,20.48,-0.02,-15,0,-1.765
14.5,1053,11.375,3,-123,20.48,-0.02,-15,-0.098,-1.765
14.6,1053,12,3,-123,20.48,-0.02,-15,-0.196,-1.765
14.7,1086.625,15.25,3,-122.625,20.64,-0.02,-15.167,-0.147,-1.782
14.8,1120.25,18.5,3,-122.25,20.8,-0.02,-15.333,-0.098,-1.798
14.9,1135.875,20.25,3,-121.875,20.96,-0.02,-15.5,-0.049,-1.814
15,1151.5,22,3,-121.5,21.12,-0.02,-15.667,0,-1.831
15.1,1167.125,22.25,3,-120.75,21.28,-0.02,-15.833,0.098,-1.847
15.2,1182.75,22.5,3,-120,21.44,-0.02,-16,0.196,-1.863
15.3,1201.083,22.75,3,-119.25,21.6,-0.02,-16,0.294,-1.88
15.4,1219.417,23,3,-118.5,21.76,-0.02,-16,0.392,-1.896
15.5,1237.75,23.125,3,-117.75,21.973,-0.02,-16,0.392,-1.912
15.6,1256.083,23.25,3,-117,22.187,-0.02,-16,0.392,-1.929
15.7,1274.417,23.375,3,-116.25,22.4,-0.02,-16,0.392,-1.945
15.8,1292.75,23.5,3,-115.5,22.613,-0.02,-16,0.392,-1.961
15.9,1328.375,23.5,3,-112.5,22.827,-0.02,-16,0.392,-1.863
16,1364,23.5,3,-109.5,23.04,-0.02,-16,0.392,-1.765
16.1,1363.625,23.25,3,-108.75,23.36,-0.02,-15.5,0.49,-1.733
16.2,1363.25,23,3,-108,23.68,-0.02,-15,0.588,-1.7
16.3,1362.875,22.75,3,-107.25,24,-0.02,-15.5,0.556,-1.667
16.4,1362.5,22.5,3,-106.5,24.32,-0.02,-16,0.523,-1.634
16.5,1340.188,23,3,-105.75,24.64,-0.02,-15.75,0.49,-1.602
16.6,1317.875,23.5,3,-105,24.96,-0.02,-15.5,0.458,-1.569
16.7,1295.562,24,3,-102.75,25.28,-0.02,-15.25,0.425,-1.765
16.8,1273.25,24.5,3,-100.5,25.6,-0.02,-15,0.392,-1.961
16.9,1277.25,25.75,3,-95.25,25.6,-0.02,-14.5,0.42,-1.765
17,1281.25,27,3,-90,25.6,-0.02,-14,0.448,-1.569
17.1,1281.25,27.6,3,-84.9,25.6,-0.02,-13.6,0.476,-1.451
17.2,1281.25,28.2,3,-79.8,25.6,-0.02,-13.2,0.504,-1.334
17.3,1281.25,28.8,3,-74.7,25.6,-0.02,-12.8,0.532,-1.216
17.4,1281.25,29.4,3,-69.6,25.6,-0.02,-12.4,0.56,-1.098
17.5,1281.25,30,3,-64.5,25.6,-0.02,-12,0.588,-0.981
17.6,1326.125,31,3,-58.5,26.24,-0.02,-10.5,0.49,-0.883
17.7,1371,32,3,-52.5,26.88,-0.02,-9,0.392,-0.785
17.8,1418.875,31.875,3,-51.75,27.2,-0.02,-8,0.539,-0.981
17.9,1466.75,31.75,3,-51,27.52,-0.02,-7,0.686,-1.177
18,1514.625,31.625,3,-46.5,27.84,-0.02,-7.5,0.834,-1.079
18.1,1562.5,31.5,3,-42,28.16,-0.02,-8,0.981,-0.981
18.2,1602.125,31.375,3,-36.75,28.48,-0.02,-7,0.932,-0.686
18.3,1641.75,31.25,3,-31.5,28.8,-0.02,-6,0.883,-0.392
18.4,1681.375,31.125,3,-29.25,29.12,-0.02,-5,0.834,-0.294
18.5,1721,31,3,-27,29.44,-0.02,-4,0.785,-0.196
18.6,1776.875,30.5,3,-21.75,29.44,-0.02,-3.5,0.883,-0.098
18.7,1832.75,30,3,-16.5,29.44,-0.02,-3,0.981,0
18.8,1828.708,29,3,-12,30.08,-0.02,-2.5,0.883,0.025
18.9,1824.667,28,3,-7.5,30.72,-0.02,-2,0.785,0.049
19,1820.625,27.75,3,-5.625,31.36,-0.02,-1.5,0.883,0.074
19.1,1816.583,27.5,3,-3.75,32,-0.02,-1,0.981,0.098
19.2,1812.542,26.5,3,-1.875,32.32,-0.02,-0.5,0.883,0.123
19.3,1808.5,25.5,3,0,32.64,-0.02,0,0.785,0.147
19.4,1705.375,20.75,3,0.75,32.96,-0.02,0,0.686,0.172
19.5,1602.25,16,3,1.5,33.28,-0.02,0,0.588,0.196
19.6,1536.062,12,3,1.5,33.28,-0.02,0,0.49,0.098
19.7,1469.875,8,3,1.5,33.28,-0.02,0,0.392,0
19.8,1403.688,4,3,1.5,33.28,-0.02,0,0.392,0.098
19.9,1337.5,0,3,1.5,33.28,-0.02,0,0.392,0.196
20,1309.5,0.125,3,1.688,33.28,-0.02,0,0.294,0.098
20.1,1281.5,0.25,3,1.875,33.28,-0.02,0,0.196,0
20.2,1253.5,0.375,3,2.062,33.28,-0.02,0,0.098,-0.098
20.3,1225.5,0.5,3,2.25,33.28,-0.02,0,0,-0.196
20.4,1197.5,0.625,3,2.438,33.28,-0.02,0,-0.294,-0.098
20.5,1169.5,0.75,3,2.625,33.28,-0.02,0,-0.588,0
20.6,1168.25,0.875,3,2.812,33.28,-0.02,0,-0.441,0.049
20.7,1167,1,3,3,33.28,-0.02,0,-0.294,0.098
20.8,1192.625,5.25,3,3.75,33.28,-0.02,0,-0.147,0.147
20.9,1218.25,9.5,3,4.5,33.28,-0.02,0,0,0.196
21,1243.875,10.25,3,4.875,33.28,-0.02,0,-0.049,0.147
21.1,1269.5,11,3,5.25,33.28,-0.02,0,-0.098,0.098
21.2,1269.5,13.75,3,5.625,33.28,-0.02,0,-0.147,0.049
21.3,1269.5,16.5,3,6,33.28,-0.02,0,-0.196,0
21.4,1240.125,17.25,3,6.75,33.28,-0.02,0.5,0,0.049
21.5,1210.75,18,3,7.5,33.28,-0.02,1,0.196,0.098
21.6,1189.312,17.75,3,8.25,33.28,-0.02,1.125,0.098,0.147
21.7,1167.875,17.5,3,9,33.28,-0.02,1.25,0,0.196
21.8,1146.438,18,3,11.25,33.28,-0.02,1.375,0.098,0.229
21.9,1125,18.5,3,13.5,33.28,-0.02,1.5,0.196,0.262
22,1125.938,19.125,3,14.25,33.28,-0.02,1.625,0.229,0.294
22.1,1126.875,19.75,3,15,33.28,-0.02,1.75,0.262,0.327
22.2,1127.812,20.375,3,15.75,33.28,-0.02,1.875,0.294,0.36
22.3,1128.75,21,3,16.5,33.28,-0.02,2,0.327,0.392
22.4,1139.688,21.5,3,16.5,33.28,-0.02,2.25,0.36,0.49
22.5,1150.625,22,3,16.5,33.28,-0.02,2.5,0.392,0.588
22.6,1161.562,22.5,3,16.5,33.28,-0.02,2.75,0.294,0.392
22.7,1172.5,23,3,16.5,33.28,-0.02,3,0.196,0.196
22.8,1205.125,22.5,3,16.333,33.92,-0.02,2.5,0.098,0.49
22.9,1237.75,22,3,16.167,34.56,-0.02,2,0,0.785
23,1270.375,21.75,3,16,34.702,-0.02,2.5,0.039,0.392
23.1,1303,21.5,3,15.833,34.844,-0.02,3,0.078,0
23.2,1294.25,20.167,3,15.667,34.987,-0.02,2.667,0.118,0.131
23.3,1285.5,18.833,3,15.5,35.129,-0.02,2.333,0.157,0.262
23.4,1276.75,17.5,3,15.333,35.271,-0.02,2,0.196,0.392
23.5,1268,17.25,3,15.167,35.413,-0.02,2,0.392,0.36
23.6,1259.25,17,3,15,35.556,-0.02,2,0.588,0.327
23.7,1197.5,16.75,3,13.875,35.698,-0.02,2,0.49,0.294
23.8,1135.75,16.5,3,12.75,35.84,-0.02,2,0.392,0.262
23.9,1135.75,8.25,3,11.625,35.84,-0.02,2,0.392,0.229
24,1135.75,0,3,10.5,35.84,-0.02,2,0.392,0.196
24.1,1128.375,0,3,9.75,35.712,-0.006,1.75,0.294,0.147
24.2,1121,0,3,9,35.584,0.008,1.5,0.196,0.098
24.3,1113.625,0,3,8.25,35.456,0.022,1.25,0.098,0.049
24.4,1106.25,0,3,7.5,35.328,0.036,1,0,0
